2025-07-07 08:48:09,202 p=46657 u=gpadmin n=ansible | Starting galaxy collection install process
2025-07-07 08:48:27,337 p=46816 u=gpadmin n=ansible | fatal: [G-243]: UNREACHABLE! => {"changed": false, "msg": "Data could not be sent to remote host \"192.168.40.243\". Make sure this host can be reached over ssh: gpadmin@192.168.40.243: Permission denied (publickey,password).\r\n", "unreachable": true}
2025-07-07 08:48:27,343 p=46816 u=gpadmin n=ansible | fatal: [G-244]: UNREACHABLE! => {"changed": false, "msg": "Data could not be sent to remote host \"192.168.40.244\". Make sure this host can be reached over ssh: gpadmin@192.168.40.244: Permission denied (publickey,password).\r\n", "unreachable": true}
2025-07-07 08:48:27,431 p=46816 u=gpadmin n=ansible | fatal: [G-242]: UNREACHABLE! => {"changed": false, "msg": "Data could not be sent to remote host \"192.168.40.242\". Make sure this host can be reached over ssh: gpadmin@192.168.40.242: Permission denied (publickey,password).\r\n", "unreachable": true}
2025-07-07 08:48:27,501 p=46816 u=gpadmin n=ansible | fatal: [G-241]: UNREACHABLE! => {"changed": false, "msg": "Data could not be sent to remote host \"192.168.40.241\". Make sure this host can be reached over ssh: gpadmin@192.168.40.241: Permission denied (publickey,password).\r\n", "unreachable": true}
2025-07-07 08:48:27,502 p=46816 u=gpadmin n=ansible | PLAY RECAP ********************************************************************************
2025-07-07 08:48:27,502 p=46816 u=gpadmin n=ansible | G-241                      : ok=0    changed=0    unreachable=1    failed=0    skipped=0    rescued=0    ignored=0   
2025-07-07 08:48:27,502 p=46816 u=gpadmin n=ansible | G-242                      : ok=0    changed=0    unreachable=1    failed=0    skipped=0    rescued=0    ignored=0   
2025-07-07 08:48:27,502 p=46816 u=gpadmin n=ansible | G-243                      : ok=0    changed=0    unreachable=1    failed=0    skipped=0    rescued=0    ignored=0   
2025-07-07 08:48:27,502 p=46816 u=gpadmin n=ansible | G-244                      : ok=0    changed=0    unreachable=1    failed=0    skipped=0    rescued=0    ignored=0   
2025-07-07 08:48:27,503 p=46816 u=gpadmin n=ansible | MASTER                     : ok=0    changed=0    unreachable=1    failed=0    skipped=0    rescued=0    ignored=0   
2025-07-07 08:55:42,404 p=51216 u=gpadmin n=ansible | PLAY [Deploy Ray Cluster - Common Setup] **************************************************
2025-07-07 08:55:42,412 p=51216 u=gpadmin n=ansible | TASK [Gathering Facts] ********************************************************************
2025-07-07 08:55:42,648 p=51216 u=gpadmin n=ansible | [WARNING]: Unhandled error in Python interpreter discovery for host MASTER: Failed to
connect to the host via ssh: ssh: connect to host 192.168.40.240 port 22: Connection
refused

2025-07-07 08:55:42,667 p=51216 u=gpadmin n=ansible | fatal: [MASTER]: UNREACHABLE! => {"changed": false, "msg": "Data could not be sent to remote host \"192.168.40.240\". Make sure this host can be reached over ssh: ssh: connect to host 192.168.40.240 port 22: Connection refused\r\n", "unreachable": true}
2025-07-07 08:55:43,110 p=51216 u=gpadmin n=ansible | fatal: [G-242]: FAILED! => {"msg": "Missing sudo password"}
2025-07-07 08:55:43,120 p=51216 u=gpadmin n=ansible | fatal: [G-243]: FAILED! => {"msg": "Missing sudo password"}
2025-07-07 08:55:43,135 p=51216 u=gpadmin n=ansible | fatal: [G-241]: FAILED! => {"msg": "Missing sudo password"}
2025-07-07 08:55:43,156 p=51216 u=gpadmin n=ansible | fatal: [G-244]: FAILED! => {"msg": "Missing sudo password"}
2025-07-07 08:55:43,157 p=51216 u=gpadmin n=ansible | PLAY RECAP ********************************************************************************
2025-07-07 08:55:43,157 p=51216 u=gpadmin n=ansible | G-241                      : ok=0    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2025-07-07 08:55:43,157 p=51216 u=gpadmin n=ansible | G-242                      : ok=0    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2025-07-07 08:55:43,157 p=51216 u=gpadmin n=ansible | G-243                      : ok=0    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2025-07-07 08:55:43,157 p=51216 u=gpadmin n=ansible | G-244                      : ok=0    changed=0    unreachable=0    failed=1    skipped=0    rescued=0    ignored=0   
2025-07-07 08:55:43,158 p=51216 u=gpadmin n=ansible | MASTER                     : ok=0    changed=0    unreachable=1    failed=0    skipped=0    rescued=0    ignored=0   
2025-07-07 08:56:32,275 p=51714 u=gpadmin n=ansible | PLAY [Deploy Ray Cluster - Common Setup] **************************************************
2025-07-07 08:56:32,284 p=51714 u=gpadmin n=ansible | TASK [Gathering Facts] ********************************************************************
2025-07-07 08:56:33,365 p=51714 u=gpadmin n=ansible | ok: [G-244]
2025-07-07 08:56:33,377 p=51714 u=gpadmin n=ansible | ok: [G-243]
2025-07-07 08:56:33,387 p=51714 u=gpadmin n=ansible | ok: [G-241]
2025-07-07 08:56:33,458 p=51714 u=gpadmin n=ansible | ok: [G-242]
2025-07-07 08:56:33,753 p=51714 u=gpadmin n=ansible | ok: [MASTER]
2025-07-07 08:56:33,829 p=51714 u=gpadmin n=ansible | TASK [common : Update apt cache] **********************************************************
2025-07-07 08:56:34,314 p=51714 u=gpadmin n=ansible | ok: [G-241]
2025-07-07 08:56:34,681 p=51714 u=gpadmin n=ansible | ok: [MASTER]
2025-07-07 08:56:34,963 p=51714 u=gpadmin n=ansible | changed: [G-244]
2025-07-07 08:56:36,696 p=51714 u=gpadmin n=ansible | changed: [G-243]
2025-07-07 08:56:37,293 p=51714 u=gpadmin n=ansible | changed: [G-242]
2025-07-07 08:56:37,305 p=51714 u=gpadmin n=ansible | TASK [common : Install common packages] ***************************************************
2025-07-07 08:56:39,356 p=51714 u=gpadmin n=ansible | ok: [MASTER]
2025-07-07 08:56:57,131 p=51714 u=gpadmin n=ansible | changed: [G-241]
2025-07-07 08:56:58,058 p=51714 u=gpadmin n=ansible | changed: [G-243]
2025-07-07 08:57:01,280 p=51714 u=gpadmin n=ansible | changed: [G-244]
2025-07-07 08:57:01,939 p=51714 u=gpadmin n=ansible | changed: [G-242]
2025-07-07 08:57:01,952 p=51714 u=gpadmin n=ansible | TASK [common : Create Ray temporary directory] ********************************************
2025-07-07 08:57:02,241 p=51714 u=gpadmin n=ansible | changed: [G-244]
2025-07-07 08:57:02,251 p=51714 u=gpadmin n=ansible | changed: [G-241]
2025-07-07 08:57:02,251 p=51714 u=gpadmin n=ansible | changed: [G-243]
2025-07-07 08:57:02,256 p=51714 u=gpadmin n=ansible | changed: [G-242]
2025-07-07 08:57:02,363 p=51714 u=gpadmin n=ansible | changed: [MASTER]
2025-07-07 08:57:02,377 p=51714 u=gpadmin n=ansible | TASK [common : Check if Ray directory exists] *********************************************
2025-07-07 08:57:02,670 p=51714 u=gpadmin n=ansible | ok: [G-243]
2025-07-07 08:57:02,676 p=51714 u=gpadmin n=ansible | ok: [G-242]
2025-07-07 08:57:02,685 p=51714 u=gpadmin n=ansible | ok: [G-244]
2025-07-07 08:57:02,687 p=51714 u=gpadmin n=ansible | ok: [G-241]
2025-07-07 08:57:02,773 p=51714 u=gpadmin n=ansible | ok: [MASTER]
2025-07-07 08:57:02,826 p=51714 u=gpadmin n=ansible | TASK [docker : Check if Docker is installed] **********************************************
2025-07-07 08:57:03,273 p=51714 u=gpadmin n=ansible | ok: [MASTER]
2025-07-07 08:57:03,484 p=51714 u=gpadmin n=ansible | ok: [G-243]
2025-07-07 08:57:03,486 p=51714 u=gpadmin n=ansible | ok: [G-244]
2025-07-07 08:57:03,540 p=51714 u=gpadmin n=ansible | ok: [G-242]
2025-07-07 08:57:03,548 p=51714 u=gpadmin n=ansible | ok: [G-241]
2025-07-07 08:57:03,561 p=51714 u=gpadmin n=ansible | TASK [docker : Add Docker GPG key] ********************************************************
2025-07-07 08:57:03,589 p=51714 u=gpadmin n=ansible | skipping: [MASTER]
2025-07-07 08:57:03,607 p=51714 u=gpadmin n=ansible | skipping: [G-241]
2025-07-07 08:57:03,621 p=51714 u=gpadmin n=ansible | skipping: [G-242]
2025-07-07 08:57:03,636 p=51714 u=gpadmin n=ansible | skipping: [G-243]
2025-07-07 08:57:03,648 p=51714 u=gpadmin n=ansible | skipping: [G-244]
2025-07-07 08:57:03,657 p=51714 u=gpadmin n=ansible | TASK [docker : Add Docker APT repository] *************************************************
2025-07-07 08:57:03,676 p=51714 u=gpadmin n=ansible | skipping: [MASTER]
2025-07-07 08:57:03,704 p=51714 u=gpadmin n=ansible | skipping: [G-241]
2025-07-07 08:57:03,718 p=51714 u=gpadmin n=ansible | skipping: [G-242]
2025-07-07 08:57:03,719 p=51714 u=gpadmin n=ansible | skipping: [G-243]
2025-07-07 08:57:03,732 p=51714 u=gpadmin n=ansible | skipping: [G-244]
2025-07-07 08:57:03,740 p=51714 u=gpadmin n=ansible | TASK [docker : Install Docker Engine] *****************************************************
2025-07-07 08:57:03,763 p=51714 u=gpadmin n=ansible | skipping: [MASTER]
2025-07-07 08:57:03,793 p=51714 u=gpadmin n=ansible | skipping: [G-241]
2025-07-07 08:57:03,807 p=51714 u=gpadmin n=ansible | skipping: [G-242]
2025-07-07 08:57:03,808 p=51714 u=gpadmin n=ansible | skipping: [G-243]
2025-07-07 08:57:03,816 p=51714 u=gpadmin n=ansible | skipping: [G-244]
2025-07-07 08:57:03,825 p=51714 u=gpadmin n=ansible | TASK [docker : Ensure Docker service is running and enabled] ******************************
2025-07-07 08:57:04,305 p=51714 u=gpadmin n=ansible | fatal: [G-242]: FAILED! => {"changed": false, "msg": "Could not find the requested service docker: host"}
2025-07-07 08:57:04,306 p=51714 u=gpadmin n=ansible | fatal: [G-243]: FAILED! => {"changed": false, "msg": "Could not find the requested service docker: host"}
2025-07-07 08:57:04,309 p=51714 u=gpadmin n=ansible | fatal: [G-244]: FAILED! => {"changed": false, "msg": "Could not find the requested service docker: host"}
2025-07-07 08:57:04,317 p=51714 u=gpadmin n=ansible | fatal: [G-241]: FAILED! => {"changed": false, "msg": "Could not find the requested service docker: host"}
2025-07-07 08:57:04,501 p=51714 u=gpadmin n=ansible | ok: [MASTER]
2025-07-07 08:57:04,508 p=51714 u=gpadmin n=ansible | TASK [docker : Add user to docker group] **************************************************
2025-07-07 08:57:04,526 p=51714 u=gpadmin n=ansible | skipping: [MASTER]
2025-07-07 08:57:04,534 p=51714 u=gpadmin n=ansible | TASK [docker : Pull Ray Docker image] *****************************************************
2025-07-07 08:57:43,513 p=51714 u=gpadmin n=ansible | changed: [MASTER]
2025-07-07 08:57:43,566 p=51714 u=gpadmin n=ansible | PLAY [Configure Ray Head Node] ************************************************************
2025-07-07 08:57:43,580 p=51714 u=gpadmin n=ansible | TASK [Gathering Facts] ********************************************************************
2025-07-07 08:57:45,768 p=51714 u=gpadmin n=ansible | ok: [MASTER]
2025-07-07 08:57:45,804 p=51714 u=gpadmin n=ansible | TASK [ray_head : Ensure Ray temporary directory exists on head node] **********************
2025-07-07 08:57:46,153 p=51714 u=gpadmin n=ansible | ok: [MASTER]
2025-07-07 08:57:46,170 p=51714 u=gpadmin n=ansible | TASK [ray_head : Stop and remove existing Ray head container (idempotency)] ***************
2025-07-07 08:57:47,028 p=51714 u=gpadmin n=ansible | ok: [MASTER]
2025-07-07 08:57:47,041 p=51714 u=gpadmin n=ansible | TASK [ray_head : Remove old Ray head start script (idempotency)] **************************
2025-07-07 08:57:47,363 p=51714 u=gpadmin n=ansible | ok: [MASTER]
2025-07-07 08:57:47,378 p=51714 u=gpadmin n=ansible | TASK [ray_head : Copy Ray head start script to head node] *********************************
2025-07-07 08:57:48,251 p=51714 u=gpadmin n=ansible | changed: [MASTER]
2025-07-07 08:57:48,268 p=51714 u=gpadmin n=ansible | TASK [ray_head : Start Ray head container] ************************************************
2025-07-07 08:57:50,548 p=51714 u=gpadmin n=ansible | changed: [MASTER]
2025-07-07 08:57:50,563 p=51714 u=gpadmin n=ansible | TASK [ray_head : Display Ray head container status] ***************************************
2025-07-07 08:57:50,896 p=51714 u=gpadmin n=ansible | ok: [MASTER]
2025-07-07 08:57:50,910 p=51714 u=gpadmin n=ansible | TASK [ray_head : Print Ray head container status] *****************************************
2025-07-07 08:57:50,930 p=51714 u=gpadmin n=ansible | ok: [MASTER] => {
    "msg": "CONTAINER ID   IMAGE                  COMMAND                  CREATED         STATUS                  PORTS     NAMES\n6ce6c8435670   rayproject/ray:2.9.0   \"ray start --head --…\"   2 seconds ago   Up Less than a second             ray_head"
}
2025-07-07 08:57:50,944 p=51714 u=gpadmin n=ansible | TASK [ray_head : Wait for Ray head to be ready] *******************************************
2025-07-07 08:58:51,407 p=51714 u=gpadmin n=ansible | fatal: [MASTER -> localhost]: FAILED! => {"changed": false, "elapsed": 60, "msg": "Timeout when waiting for 192.168.40.240:6379"}
2025-07-07 08:58:51,409 p=51714 u=gpadmin n=ansible | PLAY RECAP ********************************************************************************
2025-07-07 08:58:51,409 p=51714 u=gpadmin n=ansible | G-241                      : ok=6    changed=2    unreachable=0    failed=1    skipped=3    rescued=0    ignored=0   
2025-07-07 08:58:51,409 p=51714 u=gpadmin n=ansible | G-242                      : ok=6    changed=3    unreachable=0    failed=1    skipped=3    rescued=0    ignored=0   
2025-07-07 08:58:51,409 p=51714 u=gpadmin n=ansible | G-243                      : ok=6    changed=3    unreachable=0    failed=1    skipped=3    rescued=0    ignored=0   
2025-07-07 08:58:51,409 p=51714 u=gpadmin n=ansible | G-244                      : ok=6    changed=3    unreachable=0    failed=1    skipped=3    rescued=0    ignored=0   
2025-07-07 08:58:51,409 p=51714 u=gpadmin n=ansible | MASTER                     : ok=16   changed=4    unreachable=0    failed=1    skipped=4    rescued=0    ignored=0   
2025-07-07 08:59:37,330 p=56844 u=gpadmin n=ansible | PLAY [Deploy Ray Cluster - Common Setup] **************************************************
2025-07-07 08:59:37,339 p=56844 u=gpadmin n=ansible | TASK [Gathering Facts] ********************************************************************
2025-07-07 08:59:38,878 p=56844 u=gpadmin n=ansible | ok: [MASTER]
2025-07-07 08:59:38,911 p=56844 u=gpadmin n=ansible | ok: [G-243]
2025-07-07 08:59:39,014 p=56844 u=gpadmin n=ansible | ok: [G-242]
2025-07-07 08:59:39,023 p=56844 u=gpadmin n=ansible | ok: [G-244]
2025-07-07 08:59:39,053 p=56844 u=gpadmin n=ansible | ok: [G-241]
2025-07-07 08:59:39,125 p=56844 u=gpadmin n=ansible | TASK [common : Update apt cache] **********************************************************
2025-07-07 08:59:39,608 p=56844 u=gpadmin n=ansible | ok: [G-241]
2025-07-07 08:59:39,621 p=56844 u=gpadmin n=ansible | ok: [G-244]
2025-07-07 08:59:39,631 p=56844 u=gpadmin n=ansible | ok: [G-243]
2025-07-07 08:59:39,640 p=56844 u=gpadmin n=ansible | ok: [G-242]
2025-07-07 08:59:40,014 p=56844 u=gpadmin n=ansible | ok: [MASTER]
2025-07-07 08:59:40,026 p=56844 u=gpadmin n=ansible | TASK [common : Install common packages] ***************************************************
2025-07-07 08:59:40,487 p=56844 u=gpadmin n=ansible | ok: [G-241]
2025-07-07 08:59:40,507 p=56844 u=gpadmin n=ansible | ok: [G-243]
2025-07-07 08:59:40,515 p=56844 u=gpadmin n=ansible | ok: [G-242]
2025-07-07 08:59:40,515 p=56844 u=gpadmin n=ansible | ok: [G-244]
2025-07-07 08:59:41,088 p=56844 u=gpadmin n=ansible | ok: [MASTER]
2025-07-07 08:59:41,100 p=56844 u=gpadmin n=ansible | TASK [common : Create Ray temporary directory] ********************************************
2025-07-07 08:59:41,378 p=56844 u=gpadmin n=ansible | ok: [G-242]
2025-07-07 08:59:41,380 p=56844 u=gpadmin n=ansible | ok: [G-243]
2025-07-07 08:59:41,386 p=56844 u=gpadmin n=ansible | ok: [G-241]
2025-07-07 08:59:41,390 p=56844 u=gpadmin n=ansible | ok: [G-244]
2025-07-07 08:59:41,502 p=56844 u=gpadmin n=ansible | ok: [MASTER]
2025-07-07 08:59:41,514 p=56844 u=gpadmin n=ansible | TASK [common : Check if Ray directory exists] *********************************************
2025-07-07 08:59:41,786 p=56844 u=gpadmin n=ansible | ok: [G-241]
2025-07-07 08:59:41,788 p=56844 u=gpadmin n=ansible | ok: [G-243]
2025-07-07 08:59:41,796 p=56844 u=gpadmin n=ansible | ok: [G-244]
2025-07-07 08:59:41,800 p=56844 u=gpadmin n=ansible | ok: [G-242]
2025-07-07 08:59:41,899 p=56844 u=gpadmin n=ansible | ok: [MASTER]
2025-07-07 08:59:41,952 p=56844 u=gpadmin n=ansible | TASK [docker : Check if Docker is installed] **********************************************
2025-07-07 08:59:42,230 p=56844 u=gpadmin n=ansible | ok: [G-241]
2025-07-07 08:59:42,231 p=56844 u=gpadmin n=ansible | ok: [G-244]
2025-07-07 08:59:42,238 p=56844 u=gpadmin n=ansible | ok: [G-243]
2025-07-07 08:59:42,247 p=56844 u=gpadmin n=ansible | ok: [G-242]
2025-07-07 08:59:42,331 p=56844 u=gpadmin n=ansible | ok: [MASTER]
2025-07-07 08:59:42,344 p=56844 u=gpadmin n=ansible | TASK [docker : Add Docker GPG key] ********************************************************
2025-07-07 08:59:42,371 p=56844 u=gpadmin n=ansible | skipping: [MASTER]
2025-07-07 08:59:42,391 p=56844 u=gpadmin n=ansible | skipping: [G-241]
2025-07-07 08:59:42,420 p=56844 u=gpadmin n=ansible | skipping: [G-242]
2025-07-07 08:59:42,422 p=56844 u=gpadmin n=ansible | skipping: [G-243]
2025-07-07 08:59:42,432 p=56844 u=gpadmin n=ansible | skipping: [G-244]
2025-07-07 08:59:42,441 p=56844 u=gpadmin n=ansible | TASK [docker : Add Docker APT repository] *************************************************
2025-07-07 08:59:42,459 p=56844 u=gpadmin n=ansible | skipping: [MASTER]
2025-07-07 08:59:42,487 p=56844 u=gpadmin n=ansible | skipping: [G-241]
2025-07-07 08:59:42,502 p=56844 u=gpadmin n=ansible | skipping: [G-242]
2025-07-07 08:59:42,502 p=56844 u=gpadmin n=ansible | skipping: [G-243]
2025-07-07 08:59:42,513 p=56844 u=gpadmin n=ansible | skipping: [G-244]
2025-07-07 08:59:42,521 p=56844 u=gpadmin n=ansible | TASK [docker : Install Docker Engine] *****************************************************
2025-07-07 08:59:42,553 p=56844 u=gpadmin n=ansible | skipping: [MASTER]
2025-07-07 08:59:42,567 p=56844 u=gpadmin n=ansible | skipping: [G-241]
2025-07-07 08:59:42,587 p=56844 u=gpadmin n=ansible | skipping: [G-242]
2025-07-07 08:59:42,587 p=56844 u=gpadmin n=ansible | skipping: [G-243]
2025-07-07 08:59:42,595 p=56844 u=gpadmin n=ansible | skipping: [G-244]
2025-07-07 08:59:42,604 p=56844 u=gpadmin n=ansible | TASK [docker : Ensure Docker service is running and enabled] ******************************
2025-07-07 08:59:43,108 p=56844 u=gpadmin n=ansible | fatal: [G-243]: FAILED! => {"changed": false, "msg": "Could not find the requested service docker: host"}
2025-07-07 08:59:43,110 p=56844 u=gpadmin n=ansible | fatal: [G-242]: FAILED! => {"changed": false, "msg": "Could not find the requested service docker: host"}
2025-07-07 08:59:43,114 p=56844 u=gpadmin n=ansible | fatal: [G-241]: FAILED! => {"changed": false, "msg": "Could not find the requested service docker: host"}
2025-07-07 08:59:43,115 p=56844 u=gpadmin n=ansible | fatal: [G-244]: FAILED! => {"changed": false, "msg": "Could not find the requested service docker: host"}
2025-07-07 08:59:43,301 p=56844 u=gpadmin n=ansible | ok: [MASTER]
2025-07-07 08:59:43,315 p=56844 u=gpadmin n=ansible | TASK [docker : Add user to docker group] **************************************************
2025-07-07 08:59:43,336 p=56844 u=gpadmin n=ansible | skipping: [MASTER]
2025-07-07 08:59:43,351 p=56844 u=gpadmin n=ansible | TASK [docker : Pull Ray Docker image] *****************************************************
2025-07-07 08:59:44,491 p=56844 u=gpadmin n=ansible | ok: [MASTER]
2025-07-07 08:59:44,548 p=56844 u=gpadmin n=ansible | PLAY [Configure Ray Head Node] ************************************************************
2025-07-07 08:59:44,558 p=56844 u=gpadmin n=ansible | TASK [Gathering Facts] ********************************************************************
2025-07-07 08:59:45,794 p=56844 u=gpadmin n=ansible | ok: [MASTER]
2025-07-07 08:59:45,827 p=56844 u=gpadmin n=ansible | TASK [ray_head : Ensure Ray temporary directory exists on head node] **********************
2025-07-07 08:59:46,127 p=56844 u=gpadmin n=ansible | ok: [MASTER]
2025-07-07 08:59:46,141 p=56844 u=gpadmin n=ansible | TASK [ray_head : Stop and remove existing Ray head container (idempotency)] ***************
2025-07-07 08:59:46,899 p=56844 u=gpadmin n=ansible | changed: [MASTER]
2025-07-07 08:59:46,912 p=56844 u=gpadmin n=ansible | TASK [ray_head : Remove old Ray head start script (idempotency)] **************************
2025-07-07 08:59:47,205 p=56844 u=gpadmin n=ansible | changed: [MASTER]
2025-07-07 08:59:47,214 p=56844 u=gpadmin n=ansible | TASK [ray_head : Copy Ray head start script to head node] *********************************
2025-07-07 08:59:47,922 p=56844 u=gpadmin n=ansible | changed: [MASTER]
2025-07-07 08:59:47,939 p=56844 u=gpadmin n=ansible | TASK [ray_head : Start Ray head container] ************************************************
2025-07-07 08:59:48,462 p=56844 u=gpadmin n=ansible | changed: [MASTER]
2025-07-07 08:59:48,477 p=56844 u=gpadmin n=ansible | TASK [ray_head : Display Ray head container status] ***************************************
2025-07-07 08:59:48,794 p=56844 u=gpadmin n=ansible | ok: [MASTER]
2025-07-07 08:59:48,809 p=56844 u=gpadmin n=ansible | TASK [ray_head : Print Ray head container status] *****************************************
2025-07-07 08:59:48,829 p=56844 u=gpadmin n=ansible | ok: [MASTER] => {
    "msg": "CONTAINER ID   IMAGE                  COMMAND                  CREATED                  STATUS                  PORTS     NAMES\n33ddd73d4c21   rayproject/ray:2.9.0   \"ray start --head --…\"   Less than a second ago   Up Less than a second             ray_head"
}
2025-07-07 08:59:48,843 p=56844 u=gpadmin n=ansible | TASK [ray_head : Wait for Ray head to be ready] *******************************************
2025-07-07 09:00:49,279 p=56844 u=gpadmin n=ansible | fatal: [MASTER -> localhost]: FAILED! => {"changed": false, "elapsed": 60, "msg": "Timeout when waiting for 127.0.0.1:6379"}
2025-07-07 09:00:49,280 p=56844 u=gpadmin n=ansible | PLAY RECAP ********************************************************************************
2025-07-07 09:00:49,280 p=56844 u=gpadmin n=ansible | G-241                      : ok=6    changed=0    unreachable=0    failed=1    skipped=3    rescued=0    ignored=0   
2025-07-07 09:00:49,280 p=56844 u=gpadmin n=ansible | G-242                      : ok=6    changed=0    unreachable=0    failed=1    skipped=3    rescued=0    ignored=0   
2025-07-07 09:00:49,281 p=56844 u=gpadmin n=ansible | G-243                      : ok=6    changed=0    unreachable=0    failed=1    skipped=3    rescued=0    ignored=0   
2025-07-07 09:00:49,281 p=56844 u=gpadmin n=ansible | G-244                      : ok=6    changed=0    unreachable=0    failed=1    skipped=3    rescued=0    ignored=0   
2025-07-07 09:00:49,281 p=56844 u=gpadmin n=ansible | MASTER                     : ok=16   changed=4    unreachable=0    failed=1    skipped=4    rescued=0    ignored=0   
2025-07-07 09:05:06,272 p=61439 u=gpadmin n=ansible | PLAY [Deploy Ray Cluster - Common Setup] **************************************************
2025-07-07 09:05:06,281 p=61439 u=gpadmin n=ansible | TASK [Gathering Facts] ********************************************************************
2025-07-07 09:05:07,795 p=61439 u=gpadmin n=ansible | ok: [MASTER]
2025-07-07 09:05:07,949 p=61439 u=gpadmin n=ansible | ok: [G-241]
2025-07-07 09:05:07,978 p=61439 u=gpadmin n=ansible | ok: [G-242]
2025-07-07 09:05:08,009 p=61439 u=gpadmin n=ansible | ok: [G-243]
2025-07-07 09:05:08,059 p=61439 u=gpadmin n=ansible | ok: [G-244]
2025-07-07 09:05:08,132 p=61439 u=gpadmin n=ansible | TASK [common : Update apt cache] **********************************************************
2025-07-07 09:05:08,608 p=61439 u=gpadmin n=ansible | ok: [G-241]
2025-07-07 09:05:08,611 p=61439 u=gpadmin n=ansible | ok: [G-243]
2025-07-07 09:05:08,612 p=61439 u=gpadmin n=ansible | ok: [G-244]
2025-07-07 09:05:08,620 p=61439 u=gpadmin n=ansible | ok: [G-242]
2025-07-07 09:05:09,000 p=61439 u=gpadmin n=ansible | ok: [MASTER]
2025-07-07 09:05:09,013 p=61439 u=gpadmin n=ansible | TASK [common : Install common packages] ***************************************************
2025-07-07 09:05:09,468 p=61439 u=gpadmin n=ansible | ok: [G-241]
2025-07-07 09:05:09,493 p=61439 u=gpadmin n=ansible | ok: [G-243]
2025-07-07 09:05:09,504 p=61439 u=gpadmin n=ansible | ok: [G-242]
2025-07-07 09:05:09,509 p=61439 u=gpadmin n=ansible | ok: [G-244]
2025-07-07 09:05:10,066 p=61439 u=gpadmin n=ansible | ok: [MASTER]
2025-07-07 09:05:10,079 p=61439 u=gpadmin n=ansible | TASK [common : Create Ray temporary directory] ********************************************
2025-07-07 09:05:10,365 p=61439 u=gpadmin n=ansible | changed: [G-242]
2025-07-07 09:05:10,370 p=61439 u=gpadmin n=ansible | changed: [G-243]
2025-07-07 09:05:10,374 p=61439 u=gpadmin n=ansible | changed: [G-244]
2025-07-07 09:05:10,381 p=61439 u=gpadmin n=ansible | changed: [G-241]
2025-07-07 09:05:10,477 p=61439 u=gpadmin n=ansible | ok: [MASTER]
2025-07-07 09:05:10,489 p=61439 u=gpadmin n=ansible | TASK [common : Check if Ray directory exists] *********************************************
2025-07-07 09:05:10,761 p=61439 u=gpadmin n=ansible | ok: [G-243]
2025-07-07 09:05:10,769 p=61439 u=gpadmin n=ansible | ok: [G-244]
2025-07-07 09:05:10,771 p=61439 u=gpadmin n=ansible | ok: [G-242]
2025-07-07 09:05:10,776 p=61439 u=gpadmin n=ansible | ok: [G-241]
2025-07-07 09:05:10,879 p=61439 u=gpadmin n=ansible | ok: [MASTER]
2025-07-07 09:05:10,934 p=61439 u=gpadmin n=ansible | TASK [docker : Check if Docker is installed (apt or snap)] ********************************
